time,type,metadata
,,"trial_id:client100prod_1525443315,
patient_id:client100prod_1525443315_45,
date:2018-05-24,
questionnaire_id:client100prod_1525443315-1525899697730-48b05138-e9c5-4e0f-9e9e-6ffdfe32d197,
question_id:6,
video_name:83ea5d73-92ca-4543-9737-d8e1988c2d62.mp4,
"
0,IMA start,
3.149,IMA stop,
5.629,human start,
16.235,human stop,
