time,type,metadata
,,"trial_id:client100prod_1525443315,
patient_id:client100prod_1525443315_44,
date:2018-05-19,
questionnaire_id:client100prod_1525443315-1526512173040-60e1a64f-6305-4a01-86bc-44fe58931ac6,
question_id:1,
video_name:160e3151-1646-45d9-b0f5-9fdda6cd447f.mp4,
"
0,IMA start,
2.72,IMA stop,
18.74,IMA start,
20.71,IMA stop,
4.655,human start,
8.222,human stop,
11.004,human start,
14.902,human stop,
22.04,human start,
25.071,human stop,
